PRODUCT_ID,PRODUCT_NAME,MANUFACTURER,PRODUCT_TYPE,PROMOTION_TIER,TOTAL_REVENUE,TOTAL_UNITS,AVG_DISCOUNT_PCT
11742,floral rosy thistle blue green,Manufacturer#1,SMALL POLISHED NICKEL,No Promotion,76072.04,46.00,0.00
154504,orchid thistle cornsilk olive chartreuse,Manufacturer#1,LARGE POLISHED BRASS,No Promotion,1558.50,1.00,0.00
99529,beige moccasin dim chiffon thistle,Manufacturer#3,ECONOMY POLISHED COPPER,No Promotion,33627.44,22.00,0.00
75266,misty red medium ivory thistle,Manufacturer#3,MEDIUM BURNISHED NICKEL,No Promotion,11171.34,9.00,0.00
129507,cream forest firebrick khaki coral,Manufacturer#2,STANDARD POLISHED COPPER,No Promotion,52241.00,34.00,0.00
73732,lawn coral midnight peach purple,Manufacturer#2,LARGE POLISHED TIN,No Promotion,85286.50,50.00,0.00
136955,cornflower purple antique salmon metallic,Manufacturer#2,SMALL BRUSHED STEEL,No Promotion,73702.15,37.00,0.00
57709,rose lace pink chocolate rosy,Manufacturer#2,MEDIUM PLATED STEEL,No Promotion,20000.40,12.00,0.00
58389,orange indian green pink black,Manufacturer#4,ECONOMY POLISHED COPPER,No Promotion,48505.68,36.00,0.00
144709,blue blush black olive thistle,Manufacturer#1,PROMO BRUSHED COPPER,No Promotion,45596.20,26.00,0.00
196083,drab burnished pale forest grey,Manufacturer#3,ECONOMY POLISHED COPPER,No Promotion,7074.48,6.00,0.00
2498,light mint lace linen tomato,Manufacturer#4,STANDARD BRUSHED NICKEL,No Promotion,56019.60,40.00,0.00
151328,salmon hot peach wheat red,Manufacturer#4,MEDIUM ANODIZED TIN,No Promotion,1379.32,1.00,0.00
153804,burlywood green lavender antique black,Manufacturer#3,PROMO POLISHED BRASS,No Promotion,111468.00,60.00,0.00
9819,smoke honeydew orchid almond lime,Manufacturer#5,STANDARD POLISHED TIN,No Promotion,153864.09,89.00,0.00
116453,pale thistle aquamarine khaki tomato,Manufacturer#4,STANDARD POLISHED NICKEL,No Promotion,35266.80,24.00,0.00
126429,mint brown grey white cornsilk,Manufacturer#5,STANDARD BURNISHED STEEL,No Promotion,11643.36,8.00,0.00
155444,honeydew yellow olive cornflower purple,Manufacturer#4,SMALL BRUSHED COPPER,No Promotion,16493.84,11.00,0.00
164072,deep gainsboro lawn orange cyan,Manufacturer#3,PROMO ANODIZED COPPER,No Promotion,30673.89,27.00,0.00
103107,goldenrod light rose gainsboro lime,Manufacturer#2,STANDARD PLATED BRASS,No Promotion,17761.60,16.00,0.00
40922,red tan sandy forest lace,Manufacturer#1,STANDARD PLATED TIN,No Promotion,48435.92,26.00,0.00
171697,sandy lime blue beige medium,Manufacturer#1,PROMO POLISHED STEEL,No Promotion,74284.98,42.00,0.00
134846,turquoise powder cyan violet blue,Manufacturer#4,STANDARD BURNISHED TIN,No Promotion,69591.08,37.00,0.00
55100,sky burnished gainsboro forest steel,Manufacturer#3,MEDIUM BRUSHED BRASS,No Promotion,12661.20,12.00,0.00
198098,lavender chartreuse misty lemon smoke,Manufacturer#3,STANDARD BRUSHED STEEL,No Promotion,5980.45,5.00,0.00
11952,burlywood green pink peach lace,Manufacturer#5,MEDIUM ANODIZED COPPER,No Promotion,5591.85,3.00,0.00
70678,salmon goldenrod burlywood blanched plum,Manufacturer#5,ECONOMY POLISHED BRASS,No Promotion,75838.82,46.00,0.00
166308,steel slate orchid chocolate lavender,Manufacturer#3,ECONOMY PLATED TIN,No Promotion,111318.30,81.00,0.00
126330,saddle aquamarine tan cornsilk lemon,Manufacturer#2,LARGE ANODIZED TIN,Medium Discount,17659.42,14.00,7.00
61034,powder tan olive gainsboro green,Manufacturer#4,STANDARD BRUSHED STEEL,No Promotion,40796.23,41.00,0.00
152047,black burlywood sky salmon blue,Manufacturer#3,LARGE PLATED STEEL,No Promotion,30773.12,28.00,0.00
18602,plum maroon chartreuse slate coral,Manufacturer#5,LARGE BRUSHED BRASS,No Promotion,86674.20,57.00,0.00
44370,lace saddle cornsilk misty maroon,Manufacturer#4,PROMO ANODIZED COPPER,No Promotion,98577.75,75.00,0.00
79217,antique brown linen coral misty,Manufacturer#2,STANDARD BRUSHED STEEL,No Promotion,45455.98,38.00,0.00
88502,coral rosy purple navy linen,Manufacturer#3,ECONOMY ANODIZED STEEL,No Promotion,7452.50,5.00,0.00
137590,bisque saddle sienna red rosy,Manufacturer#4,PROMO PLATED NICKEL,No Promotion,61848.42,38.00,0.00
59761,khaki red turquoise metallic green,Manufacturer#5,PROMO BURNISHED COPPER,No Promotion,113570.16,66.00,0.00
34554,firebrick tomato green lavender peach,Manufacturer#3,SMALL PLATED STEEL,No Promotion,19351.15,13.00,0.00
109214,peru peach frosted hot pale,Manufacturer#5,LARGE ANODIZED STEEL,No Promotion,12232.10,10.00,0.00
192343,grey puff purple tan blush,Manufacturer#1,STANDARD ANODIZED STEEL,No Promotion,150710.70,105.00,0.00
